"DataID","DeviceName","DeviceType","CurrentReading","DateRead"
"11156","temp1","Temperature Sensor","34","2020-12-04 16:08:49"
"11157","temp2","Temperature Sensor","30","2020-12-04 16:08:49"
"11158","pump","Pump Actuator","1","2020-12-04 16:08:50"
"11159","heater","Heater Actuator","1","2020-12-04 16:08:50"
"11160","humidity2","Humidity Sensor","93","2020-12-04 16:08:50"
"11161","temp2","Temperature Sensor","29","2020-12-04 16:08:50"
"11162","humidity1","Humidity Sensor","10","2020-12-04 16:08:50"
"11163","temp1","Temperature Sensor","40","2020-12-04 16:08:50"
"11164","humidity2","Humidity Sensor","100","2020-12-04 16:08:51"
"11165","temp1","Temperature Sensor","30","2020-12-04 16:08:51"
"11166","temp2","Temperature Sensor","29","2020-12-04 16:08:51"
"11167","humidity1","Humidity Sensor","32","2020-12-04 16:08:51"
"11168","ldr","Light Intensity Sensor","225","2020-12-04 16:08:52"
"11169","humidity2","Humidity Sensor","55","2020-12-04 16:08:52"
"11170","temp2","Temperature Sensor","29","2020-12-04 16:08:52"
"11171","humidity1","Humidity Sensor","14","2020-12-04 16:08:52"
"11172","temp1","Temperature Sensor","30","2020-12-04 16:08:52"
"11173","humidity2","Humidity Sensor","69","2020-12-04 16:08:53"
"11174","temp2","Temperature Sensor","20","2020-12-04 16:08:53"
"11175","humidity1","Humidity Sensor","60","2020-12-04 16:08:53"
"11176","temp1","Temperature Sensor","33","2020-12-04 16:08:53"
"11177","humidity2","Humidity Sensor","70","2020-12-04 16:08:54"
"11178","temp2","Temperature Sensor","25","2020-12-04 16:08:54"
"11179","humidity1","Humidity Sensor","48","2020-12-04 16:08:54"
"11180","temp1","Temperature Sensor","30","2020-12-04 16:08:55"
"11181","pump","Pump Actuator","1","2020-12-04 16:08:55"
"11182","heater","Heater Actuator","1","2020-12-04 16:08:55"
"11183","ldr","Light Intensity Sensor","139","2020-12-04 16:08:55"
"11184","humidity2","Humidity Sensor","45","2020-12-04 16:08:56"
"11185","temp2","Temperature Sensor","22","2020-12-04 16:08:56"
"11186","humidity1","Humidity Sensor","33","2020-12-04 16:08:56"
"11187","temp1","Temperature Sensor","34","2020-12-04 16:08:56"
"11188","humidity2","Humidity Sensor","65","2020-12-04 16:08:56"
"11189","temp2","Temperature Sensor","22","2020-12-04 16:08:56"
"11190","humidity1","Humidity Sensor","45","2020-12-04 16:08:57"
"11191","temp1","Temperature Sensor","37","2020-12-04 16:08:57"
"11192","humidity2","Humidity Sensor","69","2020-12-04 16:08:58"
"11193","temp2","Temperature Sensor","30","2020-12-04 16:08:58"
"11194","humidity1","Humidity Sensor","54","2020-12-04 16:08:58"
"11195","temp1","Temperature Sensor","38","2020-12-04 16:08:58"
"11196","ldr","Light Intensity Sensor","830","2020-12-04 16:08:58"
"11197","humidity2","Humidity Sensor","47","2020-12-04 16:08:59"
"11198","temp2","Temperature Sensor","23","2020-12-04 16:08:59"
"11199","humidity1","Humidity Sensor","32","2020-12-04 16:08:59"
"11200","temp1","Temperature Sensor","33","2020-12-04 16:08:59"
"11201","humidity2","Humidity Sensor","74","2020-12-04 16:09:00"
"11202","temp2","Temperature Sensor","28","2020-12-04 16:09:00"
"11203","temp1","Temperature Sensor","37","2020-12-04 16:09:00"
"11204","humidity1","Humidity Sensor","18","2020-12-04 16:09:00"
"11205","pump","Pump Actuator","1","2020-12-04 16:09:00"
"11206","heater","Heater Actuator","0","2020-12-04 16:09:00"
"11207","humidity2","Humidity Sensor","87","2020-12-04 16:09:01"
"11208","temp2","Temperature Sensor","27","2020-12-04 16:09:01"
"11209","temp1","Temperature Sensor","37","2020-12-04 16:09:01"
"11210","humidity1","Humidity Sensor","45","2020-12-04 16:09:01"
"11211","ldr","Light Intensity Sensor","772","2020-12-04 16:09:01"
"11212","humidity2","Humidity Sensor","54","2020-12-04 16:09:02"
"11213","temp2","Temperature Sensor","24","2020-12-04 16:09:02"
"11214","humidity1","Humidity Sensor","27","2020-12-04 16:09:02"
"11215","temp1","Temperature Sensor","30","2020-12-04 16:09:02"
"11216","humidity2","Humidity Sensor","53","2020-12-04 16:09:03"
"11217","temp2","Temperature Sensor","24","2020-12-04 16:09:03"
"11218","humidity1","Humidity Sensor","28","2020-12-04 16:09:03"
"11219","temp1","Temperature Sensor","36","2020-12-04 16:09:03"
"11220","humidity2","Humidity Sensor","97","2020-12-04 16:09:04"
"11221","temp2","Temperature Sensor","28","2020-12-04 16:09:04"
"11222","temp1","Temperature Sensor","37","2020-12-04 16:09:04"
"11223","humidity1","Humidity Sensor","19","2020-12-04 16:09:04"
"11224","ldr","Light Intensity Sensor","824","2020-12-04 16:09:04"
"11225","temp2","Temperature Sensor","27","2020-12-04 16:09:05"
"11226","temp1","Temperature Sensor","31","2020-12-04 16:09:05"
"11227","humidity2","Humidity Sensor","73","2020-12-04 16:09:05"
"11228","humidity1","Humidity Sensor","19","2020-12-04 16:09:05"
"11229","pump","Pump Actuator","0","2020-12-04 16:09:05"
"11230","heater","Heater Actuator","0","2020-12-04 16:09:05"
"11231","temp1","Temperature Sensor","36","2020-12-04 16:09:06"
"11232","temp2","Temperature Sensor","26","2020-12-04 16:09:06"
"11233","humidity2","Humidity Sensor","43","2020-12-04 16:09:06"
"11234","humidity1","Humidity Sensor","35","2020-12-04 16:09:06"
"11235","temp1","Temperature Sensor","39","2020-12-04 16:09:07"
"11236","temp2","Temperature Sensor","23","2020-12-04 16:09:07"
"11237","humidity2","Humidity Sensor","100","2020-12-04 16:09:07"
"11238","humidity1","Humidity Sensor","22","2020-12-04 16:09:07"
"11239","ldr","Light Intensity Sensor","893","2020-12-04 16:09:07"
"11240","temp1","Temperature Sensor","39","2020-12-04 16:09:08"
"11241","temp2","Temperature Sensor","22","2020-12-04 16:09:08"
"11242","humidity2","Humidity Sensor","98","2020-12-04 16:09:08"
"11243","humidity1","Humidity Sensor","20","2020-12-04 16:09:08"
"11244","temp1","Temperature Sensor","36","2020-12-04 16:09:09"
"11245","temp2","Temperature Sensor","25","2020-12-04 16:09:09"
"11246","humidity2","Humidity Sensor","82","2020-12-04 16:09:09"
"11247","humidity1","Humidity Sensor","57","2020-12-04 16:09:09"
"11248","temp1","Temperature Sensor","38","2020-12-04 16:09:10"
"11249","temp2","Temperature Sensor","29","2020-12-04 16:09:10"
"11250","humidity2","Humidity Sensor","96","2020-12-04 16:09:10"
"11251","humidity1","Humidity Sensor","19","2020-12-04 16:09:10"
"11252","pump","Pump Actuator","0","2020-12-04 16:09:10"
"11253","heater","Heater Actuator","1","2020-12-04 16:09:10"
"11254","ldr","Light Intensity Sensor","876","2020-12-04 16:09:10"
"11255","temp1","Temperature Sensor","38","2020-12-04 16:09:11"
"11256","temp2","Temperature Sensor","20","2020-12-04 16:09:11"
"11257","humidity2","Humidity Sensor","44","2020-12-04 16:09:11"
"11258","humidity1","Humidity Sensor","50","2020-12-04 16:09:11"
"11259","temp1","Temperature Sensor","31","2020-12-04 16:09:12"
"11260","temp2","Temperature Sensor","22","2020-12-04 16:09:12"
"11261","humidity2","Humidity Sensor","53","2020-12-04 16:09:12"
"11262","humidity1","Humidity Sensor","10","2020-12-04 16:09:12"
"11263","temp1","Temperature Sensor","38","2020-12-04 16:09:13"
"11264","temp2","Temperature Sensor","20","2020-12-04 16:09:13"
"11265","humidity2","Humidity Sensor","73","2020-12-04 16:09:13"
"11266","humidity1","Humidity Sensor","11","2020-12-04 16:09:13"
"11267","ldr","Light Intensity Sensor","973","2020-12-04 16:09:13"
"11268","temp1","Temperature Sensor","31","2020-12-04 16:09:14"
"11269","temp2","Temperature Sensor","27","2020-12-04 16:09:14"
"11270","humidity2","Humidity Sensor","99","2020-12-04 16:09:14"
"11271","humidity1","Humidity Sensor","8","2020-12-04 16:09:14"
"11272","temp1","Temperature Sensor","31","2020-12-04 16:09:15"
"11273","temp2","Temperature Sensor","24","2020-12-04 16:09:15"
"11274","humidity2","Humidity Sensor","90","2020-12-04 16:09:15"
"11275","humidity1","Humidity Sensor","41","2020-12-04 16:09:15"
"11276","pump","Pump Actuator","1","2020-12-04 16:09:15"
"11277","heater","Heater Actuator","0","2020-12-04 16:09:15"
"11278","temp1","Temperature Sensor","31","2020-12-04 16:09:16"
"11279","temp2","Temperature Sensor","29","2020-12-04 16:09:16"
"11280","humidity2","Humidity Sensor","73","2020-12-04 16:09:16"
"11281","humidity1","Humidity Sensor","11","2020-12-04 16:09:16"
"11282","ldr","Light Intensity Sensor","243","2020-12-04 16:09:16"
"11283","temp1","Temperature Sensor","33","2020-12-04 16:09:17"
"11284","temp2","Temperature Sensor","26","2020-12-04 16:09:17"
"11285","humidity2","Humidity Sensor","90","2020-12-04 16:09:17"
"11286","humidity1","Humidity Sensor","24","2020-12-04 16:09:17"
"11287","temp2","Temperature Sensor","23","2020-12-04 16:09:18"
"11288","temp1","Temperature Sensor","33","2020-12-04 16:09:18"
"11289","humidity2","Humidity Sensor","78","2020-12-04 16:09:18"
"11290","humidity1","Humidity Sensor","30","2020-12-04 16:09:18"
"11291","temp1","Temperature Sensor","36","2020-12-04 16:09:19"
"11292","temp2","Temperature Sensor","22","2020-12-04 16:09:19"
"11293","humidity2","Humidity Sensor","75","2020-12-04 16:09:19"
"11294","humidity1","Humidity Sensor","14","2020-12-04 16:09:19"
"11295","ldr","Light Intensity Sensor","807","2020-12-04 16:09:19"
"11296","temp1","Temperature Sensor","37","2020-12-04 16:09:20"
"11297","temp2","Temperature Sensor","30","2020-12-04 16:09:20"
"11298","humidity2","Humidity Sensor","82","2020-12-04 16:09:20"
"11299","humidity1","Humidity Sensor","51","2020-12-04 16:09:20"
"11300","pump","Pump Actuator","0","2020-12-04 16:09:20"
"11301","heater","Heater Actuator","1","2020-12-04 16:09:20"
"11302","temp1","Temperature Sensor","31","2020-12-04 16:09:21"
"11303","humidity2","Humidity Sensor","66","2020-12-04 16:09:21"
"11304","temp2","Temperature Sensor","30","2020-12-04 16:09:21"
"11305","humidity1","Humidity Sensor","34","2020-12-04 16:09:21"
"11306","temp1","Temperature Sensor","33","2020-12-04 16:09:22"
"11307","temp2","Temperature Sensor","26","2020-12-04 16:09:22"
"11308","humidity2","Humidity Sensor","77","2020-12-04 16:09:22"
"11309","humidity1","Humidity Sensor","30","2020-12-04 16:09:22"
"11310","ldr","Light Intensity Sensor","325","2020-12-04 16:09:22"
"11311","temp1","Temperature Sensor","35","2020-12-04 16:09:23"
"11312","temp2","Temperature Sensor","21","2020-12-04 16:09:23"
"11313","humidity2","Humidity Sensor","78","2020-12-04 16:09:23"
"11314","humidity1","Humidity Sensor","12","2020-12-04 16:09:23"
"11315","temp1","Temperature Sensor","31","2020-12-04 16:09:24"
"11316","temp2","Temperature Sensor","24","2020-12-04 16:09:24"
"11317","humidity2","Humidity Sensor","80","2020-12-04 16:09:24"
"11318","humidity1","Humidity Sensor","44","2020-12-04 16:09:24"
"11319","temp1","Temperature Sensor","32","2020-12-04 16:09:25"
"11320","temp2","Temperature Sensor","30","2020-12-04 16:09:25"
"11321","humidity2","Humidity Sensor","64","2020-12-04 16:09:25"
"11322","humidity1","Humidity Sensor","24","2020-12-04 16:09:25"
"11323","pump","Pump Actuator","0","2020-12-04 16:09:25"
"11324","heater","Heater Actuator","0","2020-12-04 16:09:25"
"11325","ldr","Light Intensity Sensor","26","2020-12-04 16:09:25"
"11326","temp1","Temperature Sensor","36","2020-12-04 16:09:26"
"11327","humidity2","Humidity Sensor","56","2020-12-04 16:09:26"
"11328","temp2","Temperature Sensor","25","2020-12-04 16:09:26"
"11329","humidity1","Humidity Sensor","49","2020-12-04 16:09:26"
"11330","temp1","Temperature Sensor","32","2020-12-04 16:09:27"
"11331","humidity2","Humidity Sensor","85","2020-12-04 16:09:27"
"11332","temp2","Temperature Sensor","27","2020-12-04 16:09:27"
"11333","humidity1","Humidity Sensor","15","2020-12-04 16:09:27"
"11334","temp1","Temperature Sensor","30","2020-12-04 16:09:28"
"11335","humidity2","Humidity Sensor","50","2020-12-04 16:09:28"
"11336","temp2","Temperature Sensor","27","2020-12-04 16:09:28"
"11337","humidity1","Humidity Sensor","6","2020-12-04 16:09:28"
"11338","ldr","Light Intensity Sensor","316","2020-12-04 16:09:28"
"11339","temp1","Temperature Sensor","32","2020-12-04 16:09:29"
"11340","humidity2","Humidity Sensor","74","2020-12-04 16:09:29"
"11341","temp2","Temperature Sensor","20","2020-12-04 16:09:29"
"11342","humidity1","Humidity Sensor","45","2020-12-04 16:09:29"
"11343","temp1","Temperature Sensor","33","2020-12-04 16:09:30"
"11344","humidity2","Humidity Sensor","91","2020-12-04 16:09:30"
"11345","temp2","Temperature Sensor","25","2020-12-04 16:09:30"
"11346","humidity1","Humidity Sensor","24","2020-12-04 16:09:30"
"11347","pump","Pump Actuator","1","2020-12-04 16:09:30"
"11348","heater","Heater Actuator","0","2020-12-04 16:09:30"
"11349","temp1","Temperature Sensor","33","2020-12-04 16:09:31"
"11350","humidity2","Humidity Sensor","67","2020-12-04 16:09:31"
"11351","temp2","Temperature Sensor","24","2020-12-04 16:09:31"
"11352","humidity1","Humidity Sensor","33","2020-12-04 16:09:31"
"11353","ldr","Light Intensity Sensor","156","2020-12-04 16:09:31"
"11354","temp1","Temperature Sensor","35","2020-12-04 16:09:32"
"11355","humidity2","Humidity Sensor","74","2020-12-04 16:09:32"
"11356","temp2","Temperature Sensor","20","2020-12-04 16:09:32"
"11357","humidity1","Humidity Sensor","18","2020-12-04 16:09:32"
"11358","temp1","Temperature Sensor","38","2020-12-04 16:09:33"
"11359","humidity2","Humidity Sensor","82","2020-12-04 16:09:33"
"11360","temp2","Temperature Sensor","24","2020-12-04 16:09:33"
"11361","humidity1","Humidity Sensor","39","2020-12-04 16:09:33"
"11362","humidity2","Humidity Sensor","99","2020-12-04 16:09:34"
"11363","temp1","Temperature Sensor","40","2020-12-04 16:09:34"
"11364","temp2","Temperature Sensor","24","2020-12-04 16:09:34"
"11365","humidity1","Humidity Sensor","22","2020-12-04 16:09:34"
"11366","ldr","Light Intensity Sensor","729","2020-12-04 16:09:34"
"11367","humidity2","Humidity Sensor","41","2020-12-04 16:09:35"
"11368","temp1","Temperature Sensor","37","2020-12-04 16:09:35"
"11369","temp2","Temperature Sensor","20","2020-12-04 16:09:35"
"11370","humidity1","Humidity Sensor","50","2020-12-04 16:09:35"
"11371","pump","Pump Actuator","1","2020-12-04 16:09:35"
"11372","heater","Heater Actuator","1","2020-12-04 16:09:35"
"11373","humidity2","Humidity Sensor","65","2020-12-04 16:09:36"
"11374","temp1","Temperature Sensor","30","2020-12-04 16:09:36"
"11375","temp2","Temperature Sensor","29","2020-12-04 16:09:36"
"11376","humidity1","Humidity Sensor","8","2020-12-04 16:09:36"
"11377","humidity2","Humidity Sensor","62","2020-12-04 16:09:37"
"11378","temp1","Temperature Sensor","36","2020-12-04 16:09:37"
"11379","temp2","Temperature Sensor","25","2020-12-04 16:09:37"
"11380","humidity1","Humidity Sensor","49","2020-12-04 16:09:37"
"11381","ldr","Light Intensity Sensor","964","2020-12-04 16:09:37"
"11382","humidity2","Humidity Sensor","85","2020-12-04 16:09:38"
"11383","temp1","Temperature Sensor","34","2020-12-04 16:09:38"
"11384","temp2","Temperature Sensor","28","2020-12-04 16:09:38"
"11385","humidity1","Humidity Sensor","42","2020-12-04 16:09:38"
"11386","humidity2","Humidity Sensor","90","2020-12-04 16:09:39"
"11387","temp1","Temperature Sensor","32","2020-12-04 16:09:39"
"11388","temp2","Temperature Sensor","23","2020-12-04 16:09:39"
"11389","humidity1","Humidity Sensor","21","2020-12-04 16:09:39"
"11390","temp1","Temperature Sensor","35","2020-12-04 16:09:40"
"11391","humidity2","Humidity Sensor","68","2020-12-04 16:09:40"
"11392","humidity1","Humidity Sensor","16","2020-12-04 16:09:40"
"11393","temp2","Temperature Sensor","28","2020-12-04 16:09:40"
"11394","pump","Pump Actuator","1","2020-12-04 16:09:40"
"11395","heater","Heater Actuator","0","2020-12-04 16:09:40"
"11396","ldr","Light Intensity Sensor","928","2020-12-04 16:09:40"
"11397","temp1","Temperature Sensor","31","2020-12-04 16:09:41"
"11398","humidity2","Humidity Sensor","67","2020-12-04 16:09:41"
"11399","temp2","Temperature Sensor","20","2020-12-04 16:09:41"
"11400","humidity1","Humidity Sensor","32","2020-12-04 16:09:41"
"11401","humidity2","Humidity Sensor","99","2020-12-04 16:09:42"
"11402","temp1","Temperature Sensor","40","2020-12-04 16:09:42"
"11403","temp2","Temperature Sensor","23","2020-12-04 16:09:42"
"11404","humidity1","Humidity Sensor","34","2020-12-04 16:09:42"
"11405","temp1","Temperature Sensor","33","2020-12-04 16:09:43"
"11406","humidity2","Humidity Sensor","81","2020-12-04 16:09:43"
"11407","temp2","Temperature Sensor","29","2020-12-04 16:09:43"
"11408","humidity1","Humidity Sensor","41","2020-12-04 16:09:43"
"11409","ldr","Light Intensity Sensor","32","2020-12-04 16:09:43"
"11410","temp1","Temperature Sensor","33","2020-12-04 16:09:44"
"11411","humidity2","Humidity Sensor","68","2020-12-04 16:09:44"
"11412","temp2","Temperature Sensor","28","2020-12-04 16:09:44"
"11413","humidity1","Humidity Sensor","56","2020-12-04 16:09:44"
"11414","humidity2","Humidity Sensor","52","2020-12-04 16:09:45"
"11415","temp1","Temperature Sensor","37","2020-12-04 16:09:45"
"11416","temp2","Temperature Sensor","23","2020-12-04 16:09:45"
"11417","humidity1","Humidity Sensor","49","2020-12-04 16:09:45"
"11418","pump","Pump Actuator","1","2020-12-04 16:09:45"
"11419","heater","Heater Actuator","0","2020-12-04 16:09:45"
"11420","humidity2","Humidity Sensor","67","2020-12-04 16:09:46"
"11421","temp1","Temperature Sensor","38","2020-12-04 16:09:46"
"11422","temp2","Temperature Sensor","20","2020-12-04 16:09:46"
"11423","humidity1","Humidity Sensor","47","2020-12-04 16:09:46"
"11424","ldr","Light Intensity Sensor","662","2020-12-04 16:09:46"
"11425","humidity2","Humidity Sensor","90","2020-12-04 16:09:47"
"11426","temp1","Temperature Sensor","35","2020-12-04 16:09:47"
"11427","humidity1","Humidity Sensor","11","2020-12-04 16:09:47"
"11428","temp2","Temperature Sensor","20","2020-12-04 16:09:47"
"11429","humidity2","Humidity Sensor","77","2020-12-04 16:09:48"
"11430","temp1","Temperature Sensor","31","2020-12-04 16:09:48"
"11431","humidity1","Humidity Sensor","53","2020-12-04 16:09:48"
"11432","temp2","Temperature Sensor","25","2020-12-04 16:09:48"
"11433","humidity2","Humidity Sensor","48","2020-12-04 16:09:49"
"11434","temp1","Temperature Sensor","34","2020-12-04 16:09:49"
"11435","humidity1","Humidity Sensor","20","2020-12-04 16:09:49"
"11436","temp2","Temperature Sensor","29","2020-12-04 16:09:49"
"11437","ldr","Light Intensity Sensor","346","2020-12-04 16:09:49"
"11438","humidity2","Humidity Sensor","82","2020-12-04 16:09:50"
"11439","temp1","Temperature Sensor","35","2020-12-04 16:09:50"
"11440","humidity1","Humidity Sensor","14","2020-12-04 16:09:50"
"11441","temp2","Temperature Sensor","23","2020-12-04 16:09:50"
"11442","pump","Pump Actuator","0","2020-12-04 16:09:50"
"11443","heater","Heater Actuator","0","2020-12-04 16:09:50"
"11444","humidity2","Humidity Sensor","66","2020-12-04 16:09:51"
"11445","temp1","Temperature Sensor","36","2020-12-04 16:09:51"
"11446","humidity1","Humidity Sensor","57","2020-12-04 16:09:51"
"11447","temp2","Temperature Sensor","28","2020-12-04 16:09:51"
"11448","humidity2","Humidity Sensor","88","2020-12-04 16:09:52"
"11449","temp1","Temperature Sensor","30","2020-12-04 16:09:52"
"11450","humidity1","Humidity Sensor","58","2020-12-04 16:09:52"
"11451","temp2","Temperature Sensor","25","2020-12-04 16:09:52"
"11452","ldr","Light Intensity Sensor","322","2020-12-04 16:09:52"
"11453","humidity2","Humidity Sensor","76","2020-12-04 16:09:53"
"11454","temp1","Temperature Sensor","33","2020-12-04 16:09:53"
"11455","temp2","Temperature Sensor","25","2020-12-04 16:09:53"
"11456","humidity1","Humidity Sensor","59","2020-12-04 16:09:53"
"11457","humidity2","Humidity Sensor","41","2020-12-04 16:09:54"
"11458","temp1","Temperature Sensor","40","2020-12-04 16:09:54"
"11459","humidity1","Humidity Sensor","32","2020-12-04 16:09:54"
"11460","temp2","Temperature Sensor","27","2020-12-04 16:09:54"
"11461","humidity2","Humidity Sensor","72","2020-12-04 16:09:55"
"11462","temp1","Temperature Sensor","37","2020-12-04 16:09:55"
"11463","humidity1","Humidity Sensor","31","2020-12-04 16:09:55"
"11464","temp2","Temperature Sensor","25","2020-12-04 16:09:55"
"11465","heater","Heater Actuator","1","2020-12-04 16:09:55"
"11466","pump","Pump Actuator","0","2020-12-04 16:09:55"
"11467","ldr","Light Intensity Sensor","691","2020-12-04 16:09:55"
"11468","humidity2","Humidity Sensor","93","2020-12-04 16:09:56"
"11469","temp1","Temperature Sensor","32","2020-12-04 16:09:56"
"11470","humidity1","Humidity Sensor","38","2020-12-04 16:09:56"
"11471","temp2","Temperature Sensor","27","2020-12-04 16:09:56"
"11472","humidity2","Humidity Sensor","93","2020-12-04 16:09:57"
"11473","temp1","Temperature Sensor","31","2020-12-04 16:09:57"
"11474","temp2","Temperature Sensor","29","2020-12-04 16:09:57"
"11475","humidity1","Humidity Sensor","50","2020-12-04 16:09:57"
"11476","humidity2","Humidity Sensor","50","2020-12-04 16:09:58"
"11477","temp1","Temperature Sensor","38","2020-12-04 16:09:58"
"11478","temp2","Temperature Sensor","30","2020-12-04 16:09:58"
"11479","humidity1","Humidity Sensor","18","2020-12-04 16:09:58"
"11480","ldr","Light Intensity Sensor","991","2020-12-04 16:09:58"
"11481","humidity2","Humidity Sensor","77","2020-12-04 16:09:59"
"11482","temp1","Temperature Sensor","32","2020-12-04 16:09:59"
"11483","temp2","Temperature Sensor","27","2020-12-04 16:09:59"
"11484","humidity1","Humidity Sensor","49","2020-12-04 16:09:59"
"11485","humidity2","Humidity Sensor","58","2020-12-04 16:10:00"
"11486","temp1","Temperature Sensor","38","2020-12-04 16:10:00"
"11487","temp2","Temperature Sensor","22","2020-12-04 16:10:00"
"11488","humidity1","Humidity Sensor","55","2020-12-04 16:10:00"
"11489","heater","Heater Actuator","1","2020-12-04 16:10:00"
"11490","pump","Pump Actuator","0","2020-12-04 16:10:00"
"11491","humidity2","Humidity Sensor","57","2020-12-04 16:10:01"
"11492","temp1","Temperature Sensor","34","2020-12-04 16:10:01"
"11493","temp2","Temperature Sensor","23","2020-12-04 16:10:01"
"11494","humidity1","Humidity Sensor","11","2020-12-04 16:10:01"
"11495","ldr","Light Intensity Sensor","230","2020-12-04 16:10:01"
"11496","humidity2","Humidity Sensor","89","2020-12-04 16:10:02"
"11497","temp1","Temperature Sensor","37","2020-12-04 16:10:02"
"11498","temp2","Temperature Sensor","23","2020-12-04 16:10:02"
"11499","humidity1","Humidity Sensor","7","2020-12-04 16:10:02"
"11500","humidity2","Humidity Sensor","74","2020-12-04 16:10:03"
"11501","temp1","Temperature Sensor","34","2020-12-04 16:10:03"
"11502","temp2","Temperature Sensor","30","2020-12-04 16:10:03"
"11503","humidity1","Humidity Sensor","53","2020-12-04 16:10:03"
"11504","humidity2","Humidity Sensor","75","2020-12-04 16:10:04"
"11505","temp1","Temperature Sensor","38","2020-12-04 16:10:04"
"11506","temp2","Temperature Sensor","21","2020-12-04 16:10:04"
"11507","humidity1","Humidity Sensor","43","2020-12-04 16:10:04"
"11508","ldr","Light Intensity Sensor","626","2020-12-04 16:10:04"
"11509","temp1","Temperature Sensor","32","2020-12-04 16:10:05"
"11510","humidity2","Humidity Sensor","47","2020-12-04 16:10:05"
"11511","temp2","Temperature Sensor","26","2020-12-04 16:10:05"
"11512","humidity1","Humidity Sensor","42","2020-12-04 16:10:05"
"11513","heater","Heater Actuator","0","2020-12-04 16:10:05"
"11514","pump","Pump Actuator","0","2020-12-04 16:10:05"
"11515","temp1","Temperature Sensor","39","2020-12-04 16:10:06"
"11516","humidity2","Humidity Sensor","92","2020-12-04 16:10:06"
"11517","humidity1","Humidity Sensor","33","2020-12-04 16:10:06"
"11518","temp2","Temperature Sensor","28","2020-12-04 16:10:06"
"11519","temp1","Temperature Sensor","32","2020-12-04 16:10:07"
"11520","humidity2","Humidity Sensor","97","2020-12-04 16:10:07"
"11521","humidity1","Humidity Sensor","36","2020-12-04 16:10:07"
"11522","temp2","Temperature Sensor","21","2020-12-04 16:10:07"
"11523","ldr","Light Intensity Sensor","252","2020-12-04 16:10:07"
"11524","humidity2","Humidity Sensor","90","2020-12-04 16:10:08"
"11525","temp1","Temperature Sensor","30","2020-12-04 16:10:08"
"11526","humidity1","Humidity Sensor","20","2020-12-04 16:10:08"
"11527","temp2","Temperature Sensor","29","2020-12-04 16:10:08"
"11528","humidity2","Humidity Sensor","72","2020-12-04 16:10:09"
"11529","temp1","Temperature Sensor","35","2020-12-04 16:10:09"
"11530","temp2","Temperature Sensor","20","2020-12-04 16:10:09"
"11531","humidity1","Humidity Sensor","20","2020-12-04 16:10:09"
"11532","humidity2","Humidity Sensor","48","2020-12-04 16:10:10"
"11533","temp1","Temperature Sensor","30","2020-12-04 16:10:10"
"11534","temp2","Temperature Sensor","23","2020-12-04 16:10:10"
"11535","humidity1","Humidity Sensor","12","2020-12-04 16:10:10"
"11536","pump","Pump Actuator","1","2020-12-04 16:10:10"
"11537","heater","Heater Actuator","1","2020-12-04 16:10:10"
"11538","ldr","Light Intensity Sensor","164","2020-12-04 16:10:10"
"11539","humidity2","Humidity Sensor","71","2020-12-04 16:10:11"
"11540","temp2","Temperature Sensor","20","2020-12-04 16:10:11"
"11541","humidity1","Humidity Sensor","11","2020-12-04 16:10:11"
"11542","temp1","Temperature Sensor","31","2020-12-04 16:10:11"
"11543","humidity2","Humidity Sensor","89","2020-12-04 16:10:12"
"11544","humidity1","Humidity Sensor","24","2020-12-04 16:10:12"
"11545","temp2","Temperature Sensor","25","2020-12-04 16:10:12"
"11546","temp1","Temperature Sensor","34","2020-12-04 16:10:12"
"11547","humidity2","Humidity Sensor","92","2020-12-04 16:10:13"
"11548","temp2","Temperature Sensor","26","2020-12-04 16:10:13"
"11549","humidity1","Humidity Sensor","31","2020-12-04 16:10:13"
"11550","temp1","Temperature Sensor","37","2020-12-04 16:10:13"
"11551","ldr","Light Intensity Sensor","612","2020-12-04 16:10:13"
"11552","humidity2","Humidity Sensor","62","2020-12-04 16:10:14"
"11553","humidity1","Humidity Sensor","44","2020-12-04 16:10:14"
"11554","temp2","Temperature Sensor","23","2020-12-04 16:10:14"
"11555","temp1","Temperature Sensor","34","2020-12-04 16:10:14"
"11556","humidity2","Humidity Sensor","84","2020-12-04 16:10:15"
"11557","temp2","Temperature Sensor","26","2020-12-04 16:10:15"
"11558","humidity1","Humidity Sensor","38","2020-12-04 16:10:15"
"11559","temp1","Temperature Sensor","40","2020-12-04 16:10:15"
"11560","heater","Heater Actuator","1","2020-12-04 16:10:15"
"11561","pump","Pump Actuator","1","2020-12-04 16:10:15"
"11562","humidity2","Humidity Sensor","60","2020-12-04 16:10:16"
"11563","temp2","Temperature Sensor","24","2020-12-04 16:10:16"
"11564","humidity1","Humidity Sensor","36","2020-12-04 16:10:16"
"11565","temp1","Temperature Sensor","33","2020-12-04 16:10:16"
"11566","ldr","Light Intensity Sensor","59","2020-12-04 16:10:17"
"11567","humidity2","Humidity Sensor","44","2020-12-04 16:10:17"
"11568","temp2","Temperature Sensor","24","2020-12-04 16:10:17"
"11569","humidity1","Humidity Sensor","32","2020-12-04 16:10:17"
"11570","temp1","Temperature Sensor","31","2020-12-04 16:10:17"
"11571","humidity2","Humidity Sensor","76","2020-12-04 16:10:18"
"11572","humidity1","Humidity Sensor","28","2020-12-04 16:10:18"
"11573","temp2","Temperature Sensor","26","2020-12-04 16:10:18"
